第1列,单词,释义
强迫,propel,"vt. 1. 推进; 推动2. 驱动3. 驱使；迫使；推搡 (be propelled to do sth, use previous success to propel new success)"
强迫,propeller,n.螺旋浆，推进器
强迫,propulsion,n.推进，推进力。Jet propulsion laboratory 喷气推进实验室。
强迫,propulsor,n.推进器
强迫,repel,"v.击退，驱逐；抵御，驱除；使厌恶，使反感；抵制，不愿接受；排斥，相斥。The troops will repel any attack.
Like poles repel each other 同极相斥。The same poles repel and opposite poles attract 同极相斥，异极相吸。"
迫害,persecute,v.迫害，残害，压迫，骚扰。一般指种族、信仰、世界观等导致的。
迫害,persecution,n.迫害。
,compend,"n. 手册,概要,概略"
,compendium,n. 简要，概略
,compensate,v.补偿，弥补，赔偿
,compensation,n.补偿物，赔偿金。
,compense,v.<废语> 补偿，赔偿
,pension,"n. 养老金, 退休金, 抚恤金 v. 给…养老金[恤金,津贴等] adj. 有关退休金的"
,recompense,v.给予补偿，赔偿。n.报酬，赔偿，补偿。=compensate
竞争，争吵,compete,v. 竞争，争夺，参加比赛（compete with them on price)
竞争，争吵,competition,n.比赛，竞争
竞争，争吵,competent,adj.有能力的，胜任的。You must be qualified and competent to carry out any eletrical work 你必须具备资质和能力才能进行任何电气工作。
竞争，争吵,competence,"n.能力，胜任，权限，技能。
incompetence n.无资格，不胜任，无能力"
竞争，争吵,competitor,竞争对手。
竞争，争吵,contest,n.比赛，竞赛；争夺，竞争；争论，争执  v.争辩，提出异议；争取赢得，角逐  beauty contest 选美活动。
竞争，争吵,contend,"v.声称，主张(to argue or assert)；竞争，争夺(to compete or strive for sth)；应对(困难等)(to struggle with difficulties or challenges)。
The scientist contends that climat change is primarily caused by human activities 这位科学家主张气候变化主要是由人类活动引起的.
Several teams are contending for the championship this season.
He contended fiercely with his opponent for the gold medal 她为了金牌与对手展开了激烈竞争.
Farmers have to contend with unpredictable weather conditions 农民不得不应对不可预测的天气条件.
The team has to contend with the reality of limited resources.（团队不得不面对资源有限的现实。）"
竞争，争吵,contender,n.竞争者
竞争，争吵,contention,"n.争论，争议
The main point of contention in the debate was healthcare reform（辩论中的主要争议点是医疗改革问题。）"
竞争，争吵,controversy,争议。controversial 有争议的
竞争，争吵,contentious,adj.有争议的，引起争论的；爱争论的，好争吵的。Sex is one of the most contentious issues in marriage today.
竞争，争吵,credential,n.资格，证明；文凭，资格证书；（政府为新任大使提供的）国书  v.给……提供证书
竞争，争吵,dispute,"n. 争论；争吵 v. 质疑；争论；反驳；争夺（控制权、所有权）(dispute between countries, beyond dispute 无可争议)
disputable 有讨论余地的。indisputable 不可置疑的，无可辩驳的。
depute 授权"
竞争，争吵,wrangle,n.争论；吵嘴
竞争，争吵,debate,争论
竞争，争吵,rival,"n. 竞争对手, 敌手; 可与之相比的人(或物) v. 与…竞争; 与…匹敌, 比得上 adj. 竞争的; 对抗的, 对立的 (political rival 政敌, without a rival / with no rivals 无可匹敌, between rival groups)"
竞争，争吵,rivalry,"n. 竞争, 竞赛, 较量 (Rivalry between brothers and sisters is common in many families.)
vital adj. 必不可少的；重要的；生机勃勃的，充满生机的 (The police play a vital role in our society. vital issue 至关重要的问题)
vitality n.活力，热情，生机，生命力。"
竞争，争吵,unrivaled,无与伦比的
竞争，争吵,adversary,"n. 对手，敌手
at odds with ... 与..有分歧。XX is a country that is often at odds with some of  those fireigh powers 经常与外国势力产生争端。"
竞争，争吵,discord,n.不和，纷争，不一致。
竞争，争吵,deprecate,vt.反对，抨击，轻视，不赞成。
竞争，争吵,deprecating,adj.不以为然的，不赞成的 v.不赞成
竞争，争吵,self-deprecating,adj.自贬的，自嘲的，谦虚的
反对,oppose,反对
反对,opposing,"adj.对抗的，反对的；截然相反的；(方向或位置)相反的。v.反抗，阻碍，与..竞争。
We have sorted ourselves into opposing camps and that divides how we see the world."
反对,opposite,adj
反对,opposition,"n.反对党, 对立, 在野党, 对抗, 反对。He had a moral objection to the war 他从道德上反对这场战争。"
反对,opponent,n.对手，竞争者，反对者，阻止者。adj.对立的，敌对的。
反对,opponency,n.对立，敌对状态，反对行为。
反对,objector,n.反对者。object 也有反对的意思。
,feud,"n.不和；争执；封地;（部落或家族间的）世仇 vi.长期不和；长期争斗
The political feud had spilled into the streets 政治纷争已蔓延至街头。"
,unrest,n.不安；动荡的局面；不安的状态
,sprawl,"v.伸开四肢坐（或躺）；蔓延 n.（城市）杂乱无序拓展的地区；四肢摊开的姿势；随意扩展，蔓延物
The company coordinates a sprawling network of state research institutes, fabrication centers, and private firms."
同意，服从,assent,"n.v.同意，赞成。
dissent n.异议。v. 反对"
同意，服从,comply,"v. 遵从；服从；顺从 (she was told to pay the fine, but refused to comply) to comply with the law."
同意，服从,console,v. 安慰；抚慰；慰藉 n.(机器、电子设备等的）控制台，操纵台，仪表板. (He consoled her with flowers)
同意，服从,consolation,"n. 安慰；慰问 (If it's of any consolation to you, you are not the only one losing money.)"
同意，服从,comfort,"n. 舒适, 安慰, 慰藉, 舒服 v. 安慰, 抚慰, 宽慰 (do sth to comfort her )"
同意，服从,comfy,adj 舒服的
同意，服从,conform,v.遵守，符合；顺从，随潮流；一致，相吻合
同意，服从,conformity,n.遵守，依照；随大流，循规蹈矩；符合，一致；conformity is rewarded and risk is punished
同意，服从,consent,"n.v 同意，许可 (give consent to his marriage, common consent 一致认同)，指同意别人的请求、建议或满足他人的愿望，着重意愿或感情，常和to连用。多用于上下级之间，
resent 怨恨"
同意，服从,consensus,"n. 一致的意见, 共识"
同意，服从,consensual,adj.一致同意的
同意，服从,agree,无上下级 approve: 侧重对认为正确或满意的事表示赞同或批准，做不及物动词时，常与of 连用
同意，服从,comply,指答应某人已经提出或可能要求做的某事，或遵守某种规则或顺便某种环境条件，与with连用
同意，服从,obey,一般用词，指服从或接受某种权威，或遵循某种原则而行事。
同意，服从,submit,指顺从或屈服于自己不能进一步抵制或抵抗的人或事物。
同意，服从,subscribe,指完全地赞成已阐明的立场。多用于比较愿意支持一种立场或为一种立场所辩护的情况。
同意，服从,affirm,v.申明，断言。af- 表示加强。I affirm that what he said is true.
同意，服从,affirmative,adj. 肯定的，同意的。n. 同意，赞成。affirmative action 平权法案。
同意，服从,defer,v.延期，推迟；听从，遵从（defer to）
同意，服从,deferring,推迟，服从
反驳,refute,v.驳斥，反驳，批驳，否认。The president refuted the rumor.
反驳,irrefutable,无可辩诉的，不可否认的
反驳,retort,反驳，反击
反驳,confute,驳倒
,describe,"描述，形容。
portray v.描绘，描写。
portrayal n.角色扮演，人物描写"
,prescribe,"给..开药/开处方，给..制定疗法；规定，命令，推举。通常用于医学或法律层面。如
The doctor prescribed regular exercise and a healthy diet to manage the patient's high blood pressure.
The doctor prescribed antibiotics to treat the infection.""
The contract prescribed the terms and conditions for the sale of the property. 合同规定了该物业销售的条款和条件。
The judge prescribed community service as part of the sentence. 法定规定了社区服务做为判决的一部分。"
,prescription,n.处方，处方药，开处方；解决方法。
,subscribe,订阅；赞成，同意；签署(遗嘱、合同等）；申请，注册，报名。
法令,edict,"n.法令，命令。The emperor issued an edict forbidding doing trade with foreigners.
- I forbid you to marry this servant 我不允许你娶这个佣人。over my dead body. 除非我挂了"
法令,decree,n.法令，命令。v.颁布命令，裁决。
法令,authoritative,权威的
法令,proclamation,宣布，声明，公告
凝结，蒸馏,condense,"v. （由气体）冷凝, （使气体）凝结, 变稠, 简缩 (vapor condense into water 蒸汽凝结成水)"
凝结，蒸馏,dense,"密集的. density 密度, 密集."
凝结，蒸馏,distill,"v. 蒸馏, 用蒸馏法提取, 蒸馏出 (off, out), 提取…的精华
instil v. 逐步培养（感受、思想或行为）"
凝结，蒸馏,instill,"v. 滴注, 慢慢灌输 （instill good manners in sb)"
凝结，蒸馏,evaporate,v. （使）蒸发，挥发；（逐渐）消失，消散，衰减 (Please heat until all the water has evaporated)
凝结，蒸馏,vapor,蒸汽 vampier 吸血鬼
,confine,v. 把…局限于；把…限制于；监禁，禁闭；限制，阻止；限制，使离不开（尤因生病）
,n.,（复数）界限，边界；约束；限制 (within the confines of...在。。。（范围）之内)
,refine,精炼
拥挤的,congested,"adj. 拥挤的, 挤满的, （交通）堵塞的, 充血的 (Roads are heavily congested during rush hours)"
拥挤的,congestion,"n.充血，堵塞，堵车。
blocked, jammed, crowded"
保存,conserve,"v. 节省, 保护, 节约, 保存 n. 果酱。environmental /wildlife conservation 环境保护/野生动物保护。"
保存,convserevation,n.保护，保存；节约。water conservation 节约用水。  momentum conservation 动量守恒
保存,reserve,v.预定，保留
保存,preserve,v.保护，维护，腌制。n.果酱，腌菜，专属区域，动物保护区。
"组成, 瓦解, 腐烂",consist,v. 组成，构成；存在于
"组成, 瓦解, 腐烂",consist of,由。。。组成
"组成, 瓦解, 腐烂",consist in,存在于
"组成, 瓦解, 腐烂",consist with,与。。。一致
"组成, 瓦解, 腐烂",consistency,n.一致性，连续性，平滑度。consistency with 与。。一致。eventual consistency 最终一致性。
"组成, 瓦解, 腐烂",consistent,adj.始终如一的，一贯的；持续的，连续的；坚持的，一致的，吻合的。
"组成, 瓦解, 腐烂",consistently,adv.一贯地，始终；一致地
"组成, 瓦解, 腐烂",comprise,"v. 包括，强调整体包含着部分，相当于 include。The appartment comprises two bedrooms.
com: 共同，一起。prise: 抓住，握住。
(be comprised of 由...组成)  = consist of"
"组成, 瓦解, 腐烂",compose,"v. 组成；写作；作曲；使镇静.  强调部分构成整体，或者反过来用被动: The music is composed of seven notes 七个音符
com: 共同，一起。pos: 放置。"
"组成, 瓦解, 腐烂",composition,"n. 作文,著作,组织,合成物，成份 = ingredient 成份,配料"
"组成, 瓦解, 腐烂",decompose,"v. 腐烂；（使）分解.  discompose v. 扰乱, 使不安，使烦恼"
"组成, 瓦解, 腐烂",disintegrate,"v. 瓦解, 解体, 分裂, 崩溃 (the plane disintegrated)"
"组成, 瓦解, 腐烂",integral,adj. 构成整体所必需的；不可或缺的；完整的；整体的 (kitchen is an integral part of a house)
"组成, 瓦解, 腐烂",decay,强调由完好的状态逐渐向自然腐烂的变化，延伸后词义表示衰落或者衰败. decade
"组成, 瓦解, 腐烂",rot,表示“腐烂”的意思强烈，表示彻底烂掉 ，或腐烂的初期，尚未散发出臭味，词义延伸后表示消瘦或者腐化，堕落
"组成, 瓦解, 腐烂",decompose,"v. 腐烂；（使）分解, 指有机物质分解为其他组成元素的腐烂，因此这个词比较正式，远没有rot通俗"
,passive,被动的，消极的，反义词 active。active and reactive 主动的和反应的（相当于主动词汇和被动词汇）
,positive,adj 积极的，乐观的. n.优势。
,positivity,n.积极性，确实。false positivity 虚拟的积极。
,negative,adj 消极的，有害的，负面的。n.否定，拒绝。
,optimistic,乐观的。optimist 乐观主义者。optimism 乐观主义。
,pessimistic,悲观的。pessimist 悲观主义者。pessimism 悲观，悲观情绪。
,cosset,v. 宠爱，溺爱；纵容 (do not cosset your children too much)
,spoil,宠坏，(家庭或者市场食品的) 腐烂，变质
,contemporary,adj. 当代的；同时代的 n. 同时代的人
